label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
0	237 kg	0.8163	volleyball	guinea pig	-575	-0.992	1.0412	-0.0978	612 mph	1.2682	2424	-0.2843	-74	1095
2	2777 kg	-0.8466	tennis	rat, reptile	584	0.1039	1.1959	1.2509	-1099 mph	-0.7539	539	-0.2088	-2	360
1	977 kg	0.6864	running	rabbit	-172	0.008	0.7037	0.7624	-581 mph	1.8818	-341	0.4808	657	-61
0	-958 kg	-0.9052	football	guinea pig	544	0.6267	0.7762	0.8478	1068 mph	1.4655	1824	1.6365	156	1635
0	-434 kg	1.5136	badminton	fish	999	0.5235	-0.1567	0.1258	2318 mph	1.7069	410	0.7193	-876	-257
3	1415 kg	-0.1751	motor sports	cat	1547	1.3194	0.1458	0.3758	1548 mph	-0.087	-479	-0.7038	624	-1533
0	-793 kg	1.7976	volleyball	guinea pig	-535	0.3428	1.3145	1.4349	-719 mph	1.515	672	0.1294	-247	609
1	-488 kg	0.1076	golf	RABBIT	N/A	1.1569	0.4829	1.9998	395 mph	0.9826	623	-0.3509	-241	1054
0	92 kg	1.4398	football	guinea pig, bird	-908	0.3467	1.1633	0.5959	1046 mph	-1.1308	167	-1.1676	-443	-410
1	-509 kg	0.1752	soccer	hamster	430	0.1618	0.4429	1.1657	-236 mph	-0.9641	1524	0.4121	-282	1345
2	1841 kg	0.6474	boxing	rat	508	-0.1317	0.1916	1.0517	1342 mph	-0.5151	1557	1.0631	?	1418
2	1328 kg	-0.2696	ice hockey	dog, pig, rat	1172	?	0.3048	1.4926	-1078 mph	2.7266	893	-1.0006	1358	2512
2	1000 kg	-1.7421	boxing	bird	-8	0.9629	0.9904	2.1208	1394 mph	1.5262	114	0.6381	1992	614
3	533 kg	1.8911	track & field	cat, ferret	547	-0.5687	1.2254	-0.8118	1590 mph	0.9014	212	1.5912	1215	408
3	463 kg	0.5778	track & field	ferret, cat	-385	0.1282	0.5227	0.9394	184 mph	-0.7754	-295	0.3766	-690	414
2	1270 kg	0.5144	boxing	reptile, pig	-501	-0.2149	-0.0494	1.7773	-531 mph	2.0399	2063	-0.121	529	1981
1	344 kg	-1.2492	basketball	hamster	645	0.8705	0.8705	0.2051	-637 mph	1.1292	1104	0.176	304	-657
1	886 kg	-0.7262	soccer	rabbit	1024	0.4694	0.0067	-1.5214	-97 mph	0.461	79	0.7971	1875	405
0	-508 kg	0.8968	badminton	bird, fish	-778	1.0608	2.3852	2.0222	1315 mph	1.2273	1045	0.243	-1016	2088
3	973 kg	?	motor sports	ferret, cat	894	1.4404	1.9849	-0.1879	-423 mph	-0.8243	-870	1.7411	2789	479
3	650 kg	1.285	track & field	chicken	1114	-0.291	-0.7736	0.324		-0.2416	125	2.4841	622	-828
2	56 kg	-0.2642	baseball	REPTILE	-845	1.0424	0.5587	1.8329	1621 mph	0.839	-730	-0.2368	925	1057
0	311 kg	0.5836	volleyball	bird	-99		0.9105	1.1449	-300 mph	-0.338	2012	-0.4909	-1954	290
3	323 kg	0.9843	track & field	chicken	326	0.0228	-0.3255	0.6745	170 mph	None	1574	0.9271	1701	-102
0	343 kg	0.8114	volleyball	fish	-293	0.8232	0.3214	2.4945	595 mph	0.5419	653	0.5077	1256	288
3	1046 kg	-0.6716	motor sports	chicken, cat	-327	0.7655	0.3018	0.3018	1508 mph	0.0419	-306	2.2203	997	583
3	147 kg	-0.7077	motor sports	ferret	62	1.1053	0.5067	1.1199	1252 mph	0.1831	-315	0.3794	961	-306
3	991 kg	-0.3756	MOTOR SPORTS	cat	692	0.8643	-0.3252	1.0829	22 mph	-0.7766		1.626	-651	1348
1		-0.0459	golf	rabbit	884	0.0475	1.0844	1.1058	77 mph	-1.3981	541	1.6094	1027	-1385
2	422 kg	0.2504	baseball	dog, pig	294	2.0751	-0.9467	1.6011	431 mph	1.7183	1610	1.0966	2438	110
3	1435 kg	0.4016	track & field	cat	1353	1.4777	0.6604	-0.555	1525 mph	-1.3447	1400	1.5839	602	2031
2	620 kg	-0.6099	baseball	rat	1148	0.0468	-0.8403	0.5121	-816 mph	1.5577	300	1.0091	-90	1475
2	968 kg	0.154	baseball	rat, reptile, dog	864	0.7328	0.1151	-0.6923	816 mph	1.5105	106	0.1034	469	1403
1	-1192 kg	-0.4348	running	dog, pig, reptile	1291	-0.1874	1.3746	0.4659	-710 mph	0.0485	-721	0.0236	531	946
0	-530 kg	1.5439	football	fish	137	0.4265	0.3114	1.1681	2191 mph	2.2746	652	1.3466	238	1531
2	1484 kg	-0.9906	boxing	rat, reptile	504	0.1959	0.828	2.1095	480 mph	2.2656	-14	0.8304	-898	990
0	114 kg	-0.8998	volleyball	bird	-280	0.9628	1.9691	0.9209	-576 mph	1.6503	-142	1.0203	-629	1387
2	1758 kg	1.2028	baseball	dog, reptile, pig	322	0.5288	0.2715	1.0494	223 mph	-0.4084	581	-0.038	-222	-64
0	280 kg	2.2681	football	guinea pig	300	-0.5748	0.279	-0.5871	951 mph	0.8414	1036	-0.0475	28	444
1	-1094 kg	-0.0563	soccer	hamster	746	-0.0071	0.3434	0.1292	-1676 mph	0.6491	79	0.4251	2390	1191
3	232 kg	0.6217	NULL	CHICKEN, CAT	1238	-0.1391	-0.6815	-0.1676	1065 mph	-1.7615	-345	0.889	1540	-412
1	576 kg	0.9398	soccer	rabbit	-355	0.8845	-0.2151	0.8387	-777 mph	0.4271	888	1.1384	-30	-992
3	-319 kg	2.0957	track & field	chicken, cat	769	0.5539	1.6196	0.477	1376 mph	0.4905	230	1.8236	-39	710
0	388 kg	-0.0243	badminton	guinea pig, fish	-396	-1.1117	0.9722	1.4398	396 mph	1.2025	-1055	0.3285	1100	928
1	-1130 kg	-0.7292	running	rabbit	-45	1.9246	-1.5262	0.388	-1148 mph	1.3263	-105	2.6562	517	1215
2	1647 kg	0.702	tennis	reptile, pig	1541	0.5608	1.1157	-0.3251	-1030 mph	0.2541	159	1.8787	321	-1348
3	-39 kg	0.3414	track & field	ferret	516	1.1934	0.5469	-0.9724	718 mph	-0.0892	543	1.4743	1157	745
1		0.9381	soccer	rabbit	376	0.381	0.879	?	-223 mph	0.9503	667	0.6369	-151	-1070
3	1408 kg	0.5375	motor sports	cat	1422	0.5414	0.094	1.0441	284 mph	-1.1617	1627	0.7361	375	1046
2	1919 kg	-0.8596	tennis	reptile, dog, pig	-1356	-1.2572	1.1732	0.1877	913 mph	2.0263	1343	1.0502	230	1554
1	-206 kg	0.3276	basketball	hamster	7	1.2624	1.9649	0.2437	1196 mph	0.6709	-269	0.3602	732	5
3	901 kg	0.9365	track & field	cat, chicken	1153	0.6443	2.1922	0.7917	970 mph	0.2021	851	0.6834	927	-1434
0	-1323 kg	-0.1908	football	fish, bird	-178	1.2266	-1.0304	0.9216	573 mph	0.8752	2064	0.0316	-1506	1491
3	1532 kg	1.875	motor sports	chicken	501	-0.0802	0.6293	-0.5799	1278 mph	1.6761	-1575	1.8953	-908	-643
1	421 kg	-0.4695	soccer	rabbit	321	1.0287	1.2067	-1.5813	1107 mph	0.6519	159	0.1092	121	458
3	598 kg	-0.1861	track & field	cat	227	0.4414	1.3073	0.8154	1171 mph	-0.8775	-1033	2.0653	1310	1126
0	-110 kg	0.1591	badminton	bird	734	-0.4128	1.0788	-0.4611	787 mph	-0.2797	759	0.9679	1409	679
1	421 kg	-0.1848	running	rabbit	-882	1.417	0.3446	-0.9449	610 mph	-0.4832	1097	-0.6623	390	947
2	252 kg	0.2719	baseball	reptile	1479	0.6422	0.1877	1.4561	-1132 mph	1.1183	797	-0.2589	-1209	774
0	1672 kg	-0.0328	football	bird, fish	428	0.2658	0.7886	1.1719	714 mph	-0.3617	1237	0.4405	616	273
0	-245 kg	0.5964	volleyball	guinea pig	-325	-0.1241	0.4944	0.0345	826 mph	2.5513	1885	0.0758	157	519
1	997 kg	0.5115	running	HAMSTER	783	0.4997	0.2245	-0.3059	593 mph	0.1137	1500	2.185	334	1355
3	939 kg	1.0493	track & field	chicken, cat	2107	0.3796	2.1859	1.4855	584 mph	-0.1144	218	1.1363	55	-1748
0	230 kg	0.2358	badminton	bird, fish	470	-0.6732	-1.1373	-0.473	-133 mph	0.9724	-941	0.4598	1089	1146
3	1416 kg	0.47	motor sports	chicken	-277	1.8427	0.2928	-0.1576	915 mph	0.9616	1164	2.3153	-782	-195
1	-22 kg	-1.8088	running	rabbit	-587	0.5168	1.5699	0.8537	-452 mph	0.3167	N/A	0.7265	594	-224
2	1143 kg	0.7578	tennis	rat, dog, pig	759	2.1723	1.7467	1.8592	-1519 mph	1.4476	689	1.1506	-229	1643
1	395 kg	0.6537	golf	hamster	-265	0.5344	0.4512	0.3904	-475 mph	-0.3188	809	-1.3795	616	-442
3	1893 kg	-0.3372	track & field	cat	1242	0.2561	0.2504	-1.72	68 mph	0.4963	-582	0.8902	-1017	524
2	862 kg	-1.1788	tennis	dog, pig	-62	0.4288	0.2919	1.4503	N/A	0.628	-61	0.3992	-203	-1495
3	1821 kg	-1.276	track & field	cat	-144	1.2509	0.9559	0.4048	1052 mph	-0.0329	543	2.4272	669	-255
2	587 kg	0.7492	baseball	reptile, dog	914	1.7612	-0.1507	2.5048	100 mph	1.0888	2501	1.3757	1924	1290
3	1318 kg	0.956	motor sports	cat	388	0.7863	0.6651	0.5325	1187 mph	0.5155	433	0.0168	248	-519
2	59 kg	0.1212	baseball	reptile, rat	-165	0.5647	0.04	1.3957	1544 mph	0.7046	-734	0.784	-335	281
2	813 kg	1.5751	boxing	rat, dog, pig	544	1.2035	0.4194	1.0011	1217 mph	1.1755	237	-0.0121	923	-41
0	-375 kg	-0.1538	motor sports	guinea pig, bird	-354	0.1334	-0.2713	1.0679	341 mph	-1.4944	372	-0.3151	157	1128
0	186 kg	1.8633	badminton	fish	861	0.0565	-0.3672	None	346 mph	1.0466	865	0.8855	662	1554
0	-1388 kg	0.3716	badminton	guinea pig, fish	452	-0.0666	0.7401	0.0435	1008 mph	-1.2689	-180	0.8995	824	1538
0	849 kg	-0.1033	volleyball	guinea pig, fish	-215	0.5759	0.6501	0.2664	-105 mph	0.3959	2302	0.1831	1407	778
3	2217 kg	-0.5428	track & field	ferret	1846	0.4906	0.4402	0.3585	2527 mph	-0.1275	521	-0.0025	1690	967
0	199 kg	1.5493	football	fish	-905	0.4799	0.4516	1.5699	396 mph	0.7986	1137	0.0717	59	1539
1	1226 kg	0.731	soccer	hamster	-615	1.6016	1.6481	0.0876	778 mph	0.2536	1264	-1.0325	650	1090
2	892 kg	0.2797	ice hockey	pig, rat, reptile	2398	0.5191	0.7599	3.4096	870 mph	-0.0208	-1251	0.2992	45	1091
2	1683 kg	-0.6122	boxing	pig, dog	1512	1.3505	0.0415	-1.3652	116 mph	0.5894	453	-0.9181	1164	935
3	998 kg	1.2336	Track & Field	chicken, cat	140	1.7974	0.9484	1.0893	2032 mph	0.3223	-383	2.6933	78	316
0	-271 kg	-0.5162	football	guinea pig, bird	-1002	1.0087	-0.122	0.7582	839 mph	2.1743	-406	2.4054	1565	677
2	1415 kg	0.6947	track & field	RAT, PIG, DOG	-248	0.0834	-0.487	0.5638	393 mph	1.5909	94	0.5952	-350	1143
2	700 kg	1.19	boxing	rat, dog	1489	0.4708	0.1977	1.1697	1995 mph	1.4084	103	-0.5888	993	789
1	-424 kg	-1.6158	golf	rat	932	0.4529	1.6738	0.7524	-104 mph	0.3417	1113	-0.2001	258	413
2	1627 kg	0.1167	tennis	reptile, dog, pig	390	-0.1448	-0.3025	1.9205	-883 mph	0.3781	1541	0.3238	1175	487
0	-300 kg	0.7901	football	bird	173	0.5108	0.1345	-0.828	631 mph	0.4821	1590	-0.0952	1530	1151
1	421 kg	-0.8474	running	hamster	1067	0.5397	1.1672	0.698	-54 mph	0.3792	-103	0.1356	1158	1040
0	167 kg	-0.2659	football	bird	1336	-0.4893	1.0443	-0.6646	2300 mph	0.122	-206	1.9127	-57	1335
0	800 kg	-0.1278	football	guinea pig, fish	646	0.1587	-1.2825	1.4487	2225 mph	1.6538	-1249	0.8658	838	1841
2	345 kg	-0.5335	boxing	pig	862	1.6069	1.8564	2.2156	-659 mph	1.1141	703	1.3764	-397	-409
0	314 kg	0.4219	football	bird	-1197	0.3303	2.1426	2.1152	314 mph	2.1397	2144	0.3829	1634	1558
2	1326 kg	0.5894	tennis	pig	390	0.4729	0.8385	0.2536	-232 mph	0.4354	-558	-0.1097	662	52
3	925 kg	-0.1823	motor sports	cat, ferret	18	0.1889	0.0329	-0.8055	1053 mph	-0.7478	1737	-0.8517	1396	-800
1	973 kg	0.4844	basketball	hamster	-1541	1.4306	1.6705	0.4606	-557 mph	-0.0774	579	0.6217	72	1123
1	-370 kg	0.0179	running	hamster	25	0.4359	1.0489	2.54	-1832 mph	0.2247	-653	-0.4764	1163	111
1	-769 kg	-0.293	soccer	hamster	-350	1.3014	-0.7636	0.2839	35 mph	0.7269	-1016	-0.3039	574	1806
3	-61 kg	1.5349	track & field	cat	2876	1.5527	0.1667	0.1792	1642 mph	0.1779	1656	0.6875	-284	-592
1	-338 kg	1.9885	golf	hamster	397	1.7196	0.5003	-0.7835	1685 mph	-0.3806	768	-0.367	-56	-176
3	786 kg	-0.4722	track & field	ferret, cat	358	1.6309	0.7893	-0.8867	504 mph	-0.4655	-1712	1.0356	15	709
2	982 kg	-0.2793	tennis	dog	1627	-0.6449	-0.9263	1.5752	880 mph	0.3337	-834	-1.2707	-539	272
3	981 kg	-0.9831	track & field	chicken	359	1.586	0.5085	-0.6341	1235 mph	1.3362	-1251	0.4073	824	528
2	641 kg	-0.0314	tennis	reptile, pig	1141	0.1921	0.0285	-0.3889	-322 mph	0.4883	-532	-0.2407	-95	637
0	-454 kg	0.5349	badminton	bird	-612	1.3823	0.6309	0.4334	735 mph	-0.5799	61	0.1316	-652	1820
3	-90 kg	-0.587	track & field	cat	1272	1.4373	0.3045	0.5897	1219 mph	-0.571	1251	1.361	1052	-1274
0	-471 kg	0.7236	badminton	guinea pig	-79	1.9132	1.1759	-0.1136	1478 mph	-0.1031	473	-0.7758	-211	948
1	231 kg	0.3894	running	rabbit	986	0.1608	0.7409	0.5236	1021 mph	1.4214	-684	-0.2427	1443	-224
0	1116 kg	0.9557	badminton	guinea pig, bird	-865	-0.2041	0.7582	1.1247	1186 mph	0.8346	1133	0.4556	941	560
3	15 kg	-0.8672	motor sports	ferret, chicken	-958	0.943	1.4826	-0.6802	848 mph	0.5603	89	0.9973	828	-192
0	22 kg	1.4406	volleyball	guinea pig, bird	190	1.4661	0.5794	-0.0243	679 mph	1.4087	1097	0.572	2207	1704
2	866 kg	-0.0454	ice hockey	reptile	-1093	NULL	2.1106	0.696	92 mph	0.8402	-1422	0.5526	-103	1755
0	100 kg	0.6265	volleyball	bird	-241	0.0022	0.8631	-0.4765	42 mph	0.5553	1038	-0.3968	609	762
1	-197 kg	0.3433	golf	hamster	837	1.7589	1.8006	1.8686	-513 mph	1.5904	1830	0.1311	1199	555
3	422 kg	1.3144	motor sports	chicken, cat	1283	-0.24	-0.1502	-1.1906	1250 mph	-0.0028	-828	-1.0634	205	767
2	1235 kg	2.6431	baseball	pig	-116	0.2559	-0.4512	0.4791	1904 mph	0.5204	-109	-0.715	121	419
1	-341 kg	0.0347	soccer	rabbit	332	0.1239	0.5663	-0.1186	-392 mph	-1.2364	256	-0.2477	1110	1627
3	152 kg	0.3977	track & field	cat, chicken	801	1.305	0.5062	0.7056	1000 mph	1.5554	-349	1.9415	-117	-251
0	23 kg	0.6854	badminton	fish, bird	672	0.7488	1.0591	-0.5066	971 mph	0.7496	921	1.0273	-559	-10
1	-183 kg	-0.0702	soccer	rabbit	-435	1.1389	0.9044	0.4901	-126 mph	-1.4486	-1399	2.6906	-286	1086
3	848 kg	0.2181	motor sports	cat	-557	1.1706	0.364	0.949	277 mph	0.3608	725	1.9916	5	-816
1	207 kg	0.6573	running	RABBIT	196	1.7398	0.9498	0.6644	-120 mph	-0.4329	-567	-0.0776	432	2012
0	-612 kg	1.1226	volleyball	rat, dog, pig	-1037	0.599	0.1961	1.3731	279 mph	1.2756	-1062	0.2789	None	?
0	-833 kg	0.1477	volleyball	fish	353	1.617	0.7203	0.4634	536 mph	-0.2588	915	0.9404	1305	1464
3	1243 kg	0.754	motor sports	cat, chicken	333	1.1705	0.9576	-0.1236	1150 mph	0.0652	686	1.164	-959	-161
0	6 kg	-1.0988	football	fish	417	-0.4158	1.5739	0.2933	993 mph	1.0978	809	0.0257	823	-205
2	418 kg	0.5922	baseball	reptile	1062	1.3371	-0.0846	1.2763	-361 mph	1.9053	196	1.5556	1911	547
0	-714 kg	0.1707	badminton	guinea pig, fish	334	-0.5968	-0.2978	0.7598	1166 mph	0.9727	-967	-0.5466	-379	-107
0	1493 kg	1.8038	badminton	guinea pig	-840	1.122	1.0716	0.131	601 mph	0.7014	1657	2.0115	1514	1129
1	-267 kg	0.8353	running	rabbit	273	0.7953	0.8406	1.5931	-930 mph	0.1551	1576	0.2727	1218	492
0	-149 kg	-0.0289	football	bird	-93	0.1496	-0.4646	0.9353	2406 mph	1.7546	562	0.9602	528	664
2	600 kg	0.9481	boxing	rat, dog	848	0.0613	0.0067	-0.0649	-1194 mph	-0.0622	128	-0.2472	1451	1966
2	2392 kg	0.6651	motor sports	dog, pig	685	0.6138	1.0108	1.2203	1022 mph	None	-1448	1.6394	-75	-1249
2	-78 kg	1.5367	N/A	reptile	1410	-1.2328	1.4288	1.3115	-1027 mph	0.5637	-1674	0.9093	-655	324
2	910 kg	-0.6287	tennis	reptile, pig	1623	0.9596	1.2364	0.1957	-402 mph	0.064	13	0.6761	323	879
1	-339 kg	0.7402	running	hamster	658	-0.0207	-0.6615	0.6159	-903 mph	0.7733	197	0.3862	1107	487
2	121 kg	0.1787	boxing	Pig, Dog	20	1.5762	0.967	0.4932	-685 mph	2.0419	2112	-0.5557	-603	482
2	954 kg	-0.8905	baseball	reptile, rat	1133	2.1394	0.6371	-0.2632	26 mph	1.682	780	0.138	1123	1092
1	8 kg	2.0351	running	hamster	1181	0.4761	0.643	0.3229	167 mph	0.5545	1040	0.4704	1629	49
1	307 kg	0.0803	running	hamster	670	-0.5599	0.91	-0.4402	578 mph	0.8894	680	-0.2914	1945	1060
1	-1575 kg	0.6708	golf	hamster	89	1.3578	1.3092	0.5835	-62 mph	0.0275	641	0.1211	1288	-274
3	1010 kg	0.0567	track & field	rabbit	16	0.4162	1.1262	-0.2489	698 mph	0.119	-1312	0.36	31	1639
2	55 kg	0.6431	boxing	dog, reptile	291	1.3482	0.7816	2.3472	1667 mph	0.9394	996	0.1293	1116	1780
0	499 kg	0.6095	volleyball	fish	193	-0.2814	0.3198	-0.1728	-867 mph	-0.1082	-718	-1.1096	935	932
3	779 kg	0.9318	track & field	cat	-198	0.5242	-1.0732	0.6584	720 mph	0.514	1281	-0.837	966	-560
1	370 kg	-0.8148	basketball	hamster	-617	0.9661	-0.5804	0.1659	-854 mph	-0.2291	383	1.894	1179	-406
3	1751 kg	-0.4619	track & field	ferret, cat	1657	0.6609	1.5565	1.0393	828 mph	0.4404	328	-1.1141	419	1564
1	75 kg	0.8614	golf	rabbit	-453	0.3358	0.2022	0.9245	-422 mph	-0.0168	536	-0.371	1416	867
1	-776 kg	-1.1321	basketball	hamster	235	0.1582	0.7745	0.748	-786 mph	0.2504	63	-0.8042	603	-218
0	2 kg	1.0124	motor sports	fish, bird	-791	1.327	1.0469	-1.9384	638 mph	0.7992	-289	0.9612	364	965
1	-624 kg	0.2934	running	rabbit	1381	1.8772	0.9499	1.0441	110 mph	0.8314	1737	1.0568	71	686
1	-1208 kg	1.4654	running	hamster	84	-0.147	1.2108	-0.4808	n/a	-0.2819	887	-0.6906	1843	595
0	369 kg	0.2192	volleyball	bird, guinea pig	-328	0.4792	0.1021	-1.7426	1282 mph	2.5304	1416	0.1522	389	-620
1	37 kg	0.6598	running	rabbit	94	0.4812	0.6133	0.1777	-833 mph	-0.3318	1360	0.4547	NULL	-80
0	-86 kg	0.5957	badminton	fish, guinea pig	388	0.8294	1.3187	-0.5405	1132 mph	-0.8941	591	0.4813	1143	1342
0	220 kg	0.382	football	bird	-456	-0.0248	-0.1462	0.368	386 mph	0.3809	566	0.1704	-401	757
0	-323 kg	1.3545	badminton	guinea pig	940	0.9853	1.0364	-0.6332	202 mph	1.355	1361	0.0737	-442	28
3	347 kg	-0.0975	motor sports	chicken, cat	1939	0.1065	-0.9505	0.5132	1778 mph	0.1605	-508	1.1006	-107	241
2	1624 kg	0.8975	baseball	dog, rat, reptile	30	1.3275	0.2565	0.7618	469 mph	0.718	-45	0.3926	1012	-561
1	910 kg	1.3658	golf	rabbit	76	0.0912	1.659	-0.6683	719 mph	0.2749	1097	1.0999	833	-114
1	113 kg	0.8652	basketball	hamster	-277	1.1473	0.9546	0.3339	-1253 mph	-1.1739	767	1.1066	-683	166
3	1160 kg	-0.6788	motor sports	ferret	304	-0.0673	1.7585	0.2786	833 mph	0.4198	952		822	-106
0	1711 kg	2.0788	volleyball	guinea pig	280	0.6396	0.0653	1.298	485 mph	0.3013	1048	-0.2919	930	539
0	838 kg	0.0882	volleyball	bird	455	0.7458	2.0624	0.9519	-105 mph	0.7288	-267	0.982	3	579
2	522 kg	0.7104	ice hockey	fish, bird	-640	0.3923	-0.5942	1.0481	-959 mph	1.2414	-233	1.4115	2263	-215
0	140 kg	2.1534	football	bird, fish	147	0.0844	-0.0851	-0.0043	718 mph	1.6122	1419	0.6363	696	1677
2	1348 kg	0.1612	boxing	rat	741	0.6554	0.2575	1.1026	-136 mph	-0.475	1489	-0.3649	385	1248
3	-270 kg	-0.0028	track & field	chicken	1485	1.4477	1.5712	0.9125	1254 mph	0.0244	-473	1.7829	-724	649
1	-1194 kg	-0.2041	golf	hamster	-262	0.3312	-0.2975	-1.3962	729 mph	-0.1514	133	0.0756	92	1523
1	-440 kg	-0.4302	volleyball	rabbit	-458	-0.5332	0.3556	0.865	-577 mph	-0.7826	757	-0.0927	1846	336
0	-261 kg	0.2337	volleyball	bird	-311	0.5633	1.9781	-0.1855	1803 mph	1.1831	1037	0.202	-324	-612
3	1221 kg	1.1116	motor sports	ferret, chicken	492	0.1825	0.1272	-0.3661	643 mph	0.5606	2966	1.0379	-916	-648
1	1004 kg	0.8749	basketball	rabbit	-917	1.0295	0.7921	1.4921	234 mph	0.864	83	1.9042	322	1459
3	864 kg	1.8982	motor sports	cat	-800	0.16	-0.2453	-0.4056	701 mph	1.546	1130	0.8298	336	394
0	-227 kg	-0.5395	volleyball	?	545	0.0225	0.8017	-0.4014	n/a	0.812	318	1.6282	13	495
1	124 kg	1.7167	basketball	rabbit	1216	1.4146	1.785	0.5624	125 mph	0.7064	1585	0.1143	1044	1145
0	457 kg	0.5275	football	bird	123	0.6404	-0.1782	2.3295	1732 mph	1.9457	-51	1.0162	-881	479
3	384 kg	-1.3327	motor sports	ferret, chicken	661	-0.2809	-0.2671	1.7372	773 mph	0.2674	865	-0.4266	639	-306
2	707 kg	0.6452	track & field	reptile, rat	1144	-0.2398	0.3717	-0.4	313 mph	1.8065	2058	1.4686	697	425
1	1491 kg	0.418	basketball	hamster	627	1.0209	0.8245	0.779	237 mph	1.3327	-758	0.5154	-308	203
0	-107 kg	0.858	football	guinea pig	506	0.3805	1.0164	0.755	1262 mph	0.918	-1430	2.404	-2	1149
0	113 kg	2.175	football	fish	-738	0.2965	0.9056	0.4348	1647 mph	1.3637	1273	1.8337	-97	912
0	1394 kg	2.1461	volleyball	fish	-101	-0.1767	0.4634	-1.5435	420 mph	None	-769	1.8983	-541	596
2	1518 kg	-0.1572	boxing	dog, rat, pig	106	0.4404	0.6134	1.3933	488 mph	-0.8322	-1109	-0.0782	-1110	681
0	406 kg	-0.3573	volleyball	bird, fish	1404	1.4564	0.692	0.8139	1912 mph	-0.2256	-35	0.285	1676	774
1	1018 kg	-0.2051	soccer	None	-2086	0.2737	0.064	0.5864	-833 mph	0.1099	789	0.5938	852	1122
2	978 kg	0.6865	boxing	reptile, rat	313	0.3371	-0.1484	1.0324	804 mph	0.421	-661	-0.3215	-563	895
2	577 kg	-0.8613	boxing	rat, pig	-670	1.6252	-1.231	0.0253	-192 mph	0.771	529	2.5453	-461	1141
2	979 kg	0.5146	baseball	rat, dog	933	1.0784	0.6175	2.0453	-220 mph	0.2596	-157	0.7764	154	137
1	-499 kg	1.5785	basketball	rabbit	760	1.1184	1.521	-0.6875	863 mph	0.0745	-1465	-1.2034	1208	36
1	1212 kg	0.7909	RUNNING	hamster	974	1.3762	0.7801	-0.6751	981 mph	0.0329	-574	0.4824	458	564
3	1527 kg	0.0939	track & field	ferret	-1153	1.4122	0.0627	2.4346	727 mph	-0.6356	1112	0.4848	-626	1827
3	1525 kg	-1.17	track & field	chicken	-59	1.845	0.5005	-0.1899	1119 mph	0.4687	1845	-0.1398	-95	204
2	1279 kg	1.0611	baseball	rat	290	1.7656	1.0251	2.5897	1218 mph	0.6639	2884	-2.3751	-669	1381
0	-518 kg	-0.5061	volleyball	fish	-414	NULL	-0.505	1.0906	1560 mph	0.3669	-1075	0.0485	449	
2	1734 kg	-0.2024	baseball	dog	1996	0.6403	0.5992	0.9503	179 mph	-0.1132	766	0.6659	2531	-358
2	471 kg	-0.2923	baseball	rat, reptile, pig	861	1.229	0.4646	0.6023	668 mph	1.6628	1341	0.6838	-939	1371
1	-1717 kg		basketball	hamster	-164	0.3336	1.5668	1.4184	-756 mph	-0.435	-1808	-0.001	2240	371
1	764 kg	0.225	running	hamster	123	0.0668	0.6509	1.2394	608 mph	0.2379	836	-0.947	1535	363
0	-871 kg	1.1624	badminton	fish, guinea pig	-1153	0.5811	1.0971	2.1422	1544 mph	2.4152	225	0.2273	1030	1257
1	1089 kg	0.2336	soccer	hamster	777	0.9936	0.812	0.193	-392 mph	-0.5413	567	0.2788	746	829
0	886 kg	0.412	football	fish, bird	363	0.347	-1.191	1.7184	2185 mph	1.6076	734	0.9261	602	2550
2	583 kg	0.4855	ice hockey	bird	1865	0.4107	0.0049	1.4509	825 mph	0.7552	80	-0.5275	1508	-235
2	1328 kg	-0.0481	boxing	reptile, dog	-371	1.098	1.5913	2.0061	697 mph	1.7905	736	0.2623	1360	-208
3	743 kg	-0.1202	track & field	ferret	327	0.6779	0.8302	0.0373	887 mph	0.6781	66	0.2114	2309	1747
0	340 kg	0.3513	volleyball	fish	78	0.335	0.5716	1.3797	690 mph	0.7116	-265	0.9028	535	-40
3	891 kg	0.757	motor sports	ferret, cat	944	0.9175	1.5937	-0.3476	977 mph	1.1405	-951	1.6934	-134	-884
2	905 kg	0.5378	boxing	fish	425	1.1557	0.1626	0.394	-544 mph	0.797	-2131	1.1051	520	360
3	962 kg	-0.6976	track & field	cat, chicken	689	0.3652	0.3573	0.795	1935 mph	-1.04	324	0.1759	-509	1480
0	-458 kg	0.4346	football	bird, fish	-744	0.3516	-0.1297	-0.0699	975 mph	0.5343	-509	-0.2697	1264	2747
0	-222 kg	n/a	badminton	guinea pig, bird	-633	0.8989	-0.0417	-1.2347	398 mph	0.9643	N/A	0.3306	833	876
2	709 kg	0.0377	baseball	pig, rat, reptile	1582	0.2391	1.0384	-0.059	-1026 mph	0.7591	657	0.7495	367	207
3	21 kg	-1.6102	football	ferret, cat	2049	-0.1738	0.3034	-0.6281	1977 mph	-0.2459	1705	0.8535	511	890
2	1260 kg	0.4302	tennis	rat, pig, dog	1694	-0.1214	0.6521	0.6111	-592 mph	1.7105	125	2.579	-1254	1524
2	3 kg	-1.482	tennis	rat, reptile, dog	773	0.1458	0.1679	1.39	-65 mph	1.2463	-1019	-0.4619	634	-233
